OutcodePLUSOne,Latitude,Longitude
GU6 8,51.1367448785425,-0.499729372469636
GU6 9,51.141183,-0.488364
GU7 1,51.1829678350877,-0.610098849122808
GU7 2,51.1916768511628,-0.622903711627907
GU8 4,51.1250920414938,-0.607963182572615
GU8 5,51.1562506590909,-0.649831409090909
GU9 0,51.2331040761422,-0.799236710659899
GU95 1,51.326293,-0.763057
HA0 1,51.5395048958333,-0.296112567708333
HA0 2,51.5560015482456,-0.314516929824562
HA0 4,51.5467635025642,-0.297577697435897
HA0 9,51.551186,-0.307212
HA1 2,51.5836816444444,-0.329647764444445
HA2 7,51.581720525974,-0.36287451948052
HA3 7,51.5986602009132,-0.330799214611872
HA3 8,51.5901425229358,-0.316395642201835
HA3 9,51.5871724324324,-0.295387851351351
HA4 4,51.574551,-0.412299000000001
HA4 9,51.5710060526316,-0.398439406698564
HA5 2,51.5904765090909,-0.403367668181818
HA5 9,51.595053,-0.385148999999999
HA6 1,51.6044563119266,-0.414029871559633
HA7 1,51.5999198848921,-0.297266431654676
HA7 2,51.603989530303,-0.311175671717172
HA8 0,51.6051270386266,-0.26165830472103
HA8 6,51.6065192487805,-0.28714823902439
HA8 7,51.613722701087,-0.280965320652174
HA8 9,51.61395375,-0.265287716417911
HA9 9,51.5673617446809,-0.277748531914894
HD1 3,53.638418125,-1.79033270238095
HD1 4,53.6469659653465,-1.80177316831683
HD1 5,53.6526237676768,-1.79007814141414
HD1 9,53.6483165,-1.78149407692307
HD2 1,53.6720810064516,-1.7601874483871
HD4 5,53.6342255546219,-1.81665991176471
HD5 9,53.649002536965,-1.75524669649805
HD6 1,53.7014574916201,-1.77746912290503
HD6 2,53.7105983028847,-1.79119749038462
HD7 4,53.6393313177083,-1.85607847916667
HD7 5,53.6233333409962,-1.87094056321839
HD7 6,53.6019969224806,-1.92523313953488
HD8 8,53.5805751608833,-1.68061439116719
HD8 9,53.5965291468532,-1.63293655944056
HD9 1,53.5673232167488,-1.76877311330049
HD9 2,53.5591801979696,-1.80049265482234
HD9 6,53.6021528744186,-1.79206103255814
HD9 7,53.5785414917127,-1.76223196132597
HG1 1,53.9929476439394,-1.53845075757576
HG1 2,53.9983540852019,-1.54741367264574
HG1 3,54.0099789779412,-1.539352125
HG2 0,53.9862272622951,-1.55074319125683
HG2 7,53.9950838209607,-1.50262304803493
HG2 8,53.983435243094,-1.52465313812155
HG3 3,54.0621884853557,-1.559278958159
HG3 4,54.0540903831775,-1.71189219626168
HG4 3,54.1483935682819,-1.61458510132158
HG4 4,54.2308515890411,-1.67983014383562
HG4 5,54.1663117913669,-1.50704594964029
HG4 9,54.137444,-1.522434
HG5 0,54.0149288648649,-1.45056085328185
HG5 8,54.0024575185186,-1.45744687301587
HP1 3,51.7649289648241,-0.490377944723618
HP1 9,51.748497,-0.469912146666666
HP10 8,51.6361459125,-0.7052827125
HP11 2,51.6297572615385,-0.759753353846153
HP11 9,51.6276395641025,-0.748335833333335
HP13 5,51.64097689,-0.76086666
HP13 6,51.6331461728395,-0.739822650205761
HP13 7,51.6279003804714,-0.720900121212121
HP14 3,51.6395222572347,-0.861663954983922
HP15 7,51.6508239495413,-0.711827036697248
HP16 6,51.703832,-0.707851
HP16 9,51.71044008,-0.71914612
HP17 8,51.7807782792453,-0.893716898113208
HP17 9,51.7502659166667,-0.826702583333333
HP19 0,51.8313117,-0.805014157142857
HP19 8,51.8207638974359,-0.832606487179487
HP19 9,51.8278262142857,-0.825728976190476
HP2 4,51.7526694351145,-0.448217305343512
HP2 5,51.7608472254902,-0.461508382352941
HP20 2,51.8218603027523,-0.809792105504586
HP22 9,51.7780269999999,-0.771974999999999
HP23 4,51.805711535,-0.676593594999999
HP23 6,51.7785470411765,-0.658711594117647
HP23 9,51.79226,-0.668522
HP27 0,51.71205025,-0.817495701923077
HP3 0,51.7253342663316,-0.516331135678392
HP4 2,51.7606397183674,-0.552196248979592
HP4 3,51.7633604612795,-0.582213037037037
HP5 3,51.7186565918368,-0.598101275510204
HP6 5,51.681465905,-0.61494323
HR1 1,52.0607529124579,-2.69666692929293
HR1 2,52.0553801462264,-2.70868095283019
HR1 3,52.1146137025862,-2.65837790517242
HR2 0,51.9817037991803,-2.93575693852459
HR2 6,52.0277816916667,-2.69562246666667
HR2 7,52.0422001942675,-2.7316942388535
HR2 8,51.9526569953917,-2.73818771428571
HR2 9,52.0298923495935,-2.83248137804878
HR3 5,52.0713622663934,-3.14246798770492
HR3 6,52.1246868846154,-3.01314351648352
HR4 9,52.0663248060345,-2.7261469137931
HR5 3,52.1960651041667,-3.03781082916667
HR6 6,52.218747,-2.73261028571429
HR6 8,52.2259994365672,-2.74331107089552
HR7 4,52.1866443321555,-2.52257415547703
HR7 9,52.193063,-2.510305
HR9 6,51.8934431005025,-2.64626296984925
HR9 7,51.92123928125,-2.546681078125
HS1 9,58.208167,-6.380048
HS2 0,58.2912339362745,-6.31851871568627
HS4 3,57.8707816666667,-6.69622111111111
HS7 5,57.4457928095238,-7.33928269047619
HU1 3,53.7451595625,-0.338972955357143
HU1 4,53.739114,-0.32952825
HU10 6,53.7537984959677,-0.435276391129032
HU12 9,53.7275601367521,-0.142193594017094
HU13 3,53.720644,-0.429267
HU14 3,53.7281822835821,-0.499937273631841
HU14 9,53.720644,-0.429267
HU16 4,53.7820686551724,-0.407058936781609
HU16 9,53.780643,-0.414598
HU17 0,53.8394532007722,-0.412101795366796
HU17 5,53.8897151090909,-0.314894654545455
HU17 6,53.8410195454546,-0.416522090909091
HU17 9,53.8505953948498,-0.416776051502146
HU18 1,53.909802864,-0.16885386
HU19 2,53.7231819470899,0.0345261957671958
HU2 0,53.7539638529411,-0.336365720588235
HU2 8,53.7478011698113,-0.341831660377358
HU20 3,53.7881666176471,-0.508358058823529
HU3 3,53.7381044310345,-0.367398853448276
HU3 4,53.7328120819672,-0.367952967213115
HU3 6,53.744878,-0.37909802617801
HU4 6,53.7364623580786,-0.396717912663755
HU4 7,53.73578895,-0.412535111111111
HU5 3,53.7562887336448,-0.367261336448598
HU5 4,53.7641964637681,-0.385123429951691
HU5 9,53.756253,-0.380053
HU6 0,53.8020331875,-0.3723109375
HU6 8,53.7773868181818,-0.380735157894737
HU7 0,53.7734998333333,-0.328947527777778
HU7 3,53.7986624761905,-0.344532485714286
HU7 4,53.7868022102102,-0.319727741741742
HU7 5,53.8091857625,-0.3335428125
HU7 9,53.777589,-0.342931
HU8 0,53.7726645789474,-0.298255567251462
HU8 8,53.7608185502646,-0.316368137566138
HU8 9,53.7780284760274,-0.282405167808219
HU9 3,53.7596700809524,-0.2919344
HU9 9,53.7442473544303,-0.328716772151899
HX1 2,53.718077995283,-1.86324210849057
HX1 5,53.724232615942,-1.87209773188406
HX2 9,53.7574898534483,-1.88573429310345
HX3 0,53.7061640322581,-1.864424625
HX3 6,53.7351365614035,-1.86345698684211
HX3 7,53.7460458645418,-1.82413635059761
HX3 8,53.7269118495935,-1.80430591056911
HX4 0,53.67331192,-1.91565403
HX4 8,53.6878655609756,-1.86673059146342
HX5 9,53.6880007226891,-1.82778390756303
HX6 1,53.7060019044118,-1.93366333088235
HX6 4,53.6701742395833,-1.948883640625
HX7 5,53.7252212914798,-1.98549030941704
IG1 2,51.5505493034188,0.076582282051282
IG1 4,51.5647649101124,0.075070808988764
IG10 2,51.65627235,0.0780673666666667
IG10 9,51.649538,0.055941
IG11 7,51.533493748,0.0838157720000001
IG2 6,51.5762275550239,0.0719648612440191
IG3 9,51.5582415393701,0.103229059055118
IG6 1,51.5838652176471,0.0808656
IG6 2,51.597547096,0.081287164
IG7 5,51.6104709496855,0.0786723584905661
IG7 6,51.6208411643835,0.0918923767123288
IG8 0,51.6127838043478,0.0274554043478261
IG8 1,51.6092640000001,0.022563
IG8 8,51.6022436684492,0.0540228930481283
IG9 5,51.6259684029851,0.0356725323383084
IP1 1,52.0555173362069,1.15106209482759
IP1 2,52.0593659874214,1.14231978616352
IP1 9,52.0534122452829,1.14690771069183
IP10 0,52.0191341764706,1.26838509090909
IP11 0,51.9838141328125,1.3177786875
IP11 4,51.9625096315789,1.31315273684211
IP11 7,51.9636640264318,1.3522606784141
IP12 1,52.1008817291667,1.32228075416667
IP12 2,52.1232835402299,1.45537901149425
IP12 9,52.0943435833333,1.31982125
IP13 0,52.157956017094,1.36679326923077
IP13 8,52.2758176363636,1.35814446853147
IP14 1,52.1898990890688,0.989457060728745
IP16 4,52.2044135448276,1.58419046551724
IP17 1,52.1988517373418,1.49945561392405
IP17 3,52.2692557830688,1.5511534973545
IP19 8,52.3478804537815,1.51024009243697
IP20 9,52.4043373922652,1.29677120994475
IP22 1,52.3497106297873,1.01795523404255
IP22 4,52.3761099545455,1.11159192561984
IP23 7,52.3026267314286,1.15096719428571
IP23 8,52.31406315625,1.0805807265625
IP24 3,52.4060912262444,0.731078180995475
IP27 0,52.4484520035336,0.623283360424028
IP27 9,52.405218972093,0.527428581395349
IP28 6,52.294375306383,0.62463825106383
IP28 8,52.3439625126582,0.482139009493671
IP3 0,52.0403408995434,1.17368457534247
IP3 9,52.0377108141263,1.19070950557621
IP31 1,52.3209203489583,0.791027692708333
IP31 3,52.2680851463415,0.867785447154471
IP32 6,52.2594283590909,0.701743159090909
IP33 1,52.2465173419689,0.714917316062176
IP33 2,52.235264402715,0.711757343891403
IP33 3,52.2453054910394,0.696463050179211
IP33 9,52.24507832,0.71051424
IP4 3,52.0699609459459,1.18764892567568
IP4 4,52.062913956044,1.18093401648352
IP5 2,52.0618586534653,1.24591857425743
IP6 9,52.1270812403434,1.17347473819742
IP7 5,52.0350619831224,0.960831286919832
IP7 6,52.0621287259615,0.950814466346155
IP8 3,52.0439305614754,1.0861356352459
IP9 1,51.9799425842697,1.22300892134832
IP98 9,52.376684,1.109243
IV15 9,57.5990876069652,-4.43164023383084
IV16 9,57.6619482631579,-4.34153959649123
IV17 0,57.69912995625,-4.261087175
IV18 0,57.702474872449,-4.15482981122449
IV18 9,57.68859,-4.170051
IV2 3,57.4739399337979,-4.20812797212544
IV2 5,57.4750654367816,-4.13634582183908
IV2 6,57.3834748677686,-4.27848366115702
IV22 2,57.7397642987013,-5.5170062987013
IV24 3,57.8915615909091,-4.35573402272727
IV27 9,58.023783,-4.398773
IV3 5,57.4749398398058,-4.23736248058252
IV3 8,57.4785372217573,-4.25499326778243
IV30 6,57.6394646751269,-3.30467530964467
IV31 6,57.7169885568627,-3.29098527058824
IV32 7,57.6309972201258,-3.10666028301887
IV4 7,57.4501922777778,-4.52695469047619
IV42 8,57.2389764285714,-5.830841
IV45 8,57.0604895,-5.91469208333333
IV46 8,57.1115845,-5.983613
IV47 8,57.2950512777778,-6.34377661111111
IV52 8,57.3365131578948,-5.65306884210526
IV54 8,57.4310317368421,-5.61675294736842
IV55 8,57.4564403571428,-6.60992680357143
IV63 6,57.3281004897959,-4.49433930612245
IV63 7,57.2010306923077,-4.70655307692308
IV7 8,57.5841761188811,-4.38515383216783
IV9 8,57.5690105652174,-4.17856873913043
KA1 1,55.6043535486111,-4.50334827083333
KA1 3,55.5972284454977,-4.4874394549763
KA1 5,55.5776868252427,-4.48928848058252
KA10 6,55.5486196215139,-4.65581018326693
KA10 9,55.54417,-4.661759
KA11 1,55.6218102870813,-4.63250872727273
KA11 2,55.6335518170732,-4.63155719512195
KA11 3,55.6148939166667,-4.59208613888889
KA12 0,55.6181468504274,-4.65970032905983
KA13 6,55.6535008599222,-4.71038082490273
KA13 7,55.6584017447917,-4.68667939583333
KA15 2,55.7545560754717,-4.62696897169811
KA17 0,55.6106253475177,-4.27904677304965
KA18 1,55.4530417751196,-4.26285464114833
KA18 2,55.4641282210526,-4.32372487368421
KA18 3,55.4773964947917,-4.17915441666667
KA18 4,55.3944582357143,-4.18625288571429
KA2 0,55.608837856,-4.547452288
KA20 4,55.6464314711538,-4.74854024038462
KA21 9,55.633805,-4.788696
KA22 7,55.6541747848101,-4.80566555063291
KA24 5,55.7131780185185,-4.72769653703704
KA25 7,55.7582256260869,-4.68718631304348
KA26 0,55.1714707064676,-4.86582015422886
KA26 9,55.2648985735294,-4.80512813235294
KA27 8,55.5383243421052,-5.17358513157895
KA3 2,55.6343479297521,-4.51327792975207
KA3 4,55.7181219714286,-4.53000942857143
KA3 6,55.6411569025974,-4.45239956493506
KA30 9,55.7962407013889,-4.85932666666667
KA4 8,55.5990950361446,-4.38154043373494
KA5 5,55.5082140252526,-4.43434588888889
KA5 6,55.5114754312796,-4.34270542654029
KA6 5,55.4783832105264,-4.53396845614035
KA6 6,55.4271939631579,-4.54721604210526
KA7 3,55.4487434204082,-4.61051466938776
KA7 4,55.4338683,-4.64579954814815
KA8 9,55.4748680089285,-4.61089408928572
KA9 1,55.4976933846154,-4.60905277884616
KA9 9,55.501645,-4.611268
KT1 1,51.4099152436975,-0.304402134453782
KT1 3,51.4081247442923,-0.286662356164383
KT1 4,51.4139351265823,-0.312293240506329
KT1 9,51.4051814117647,-0.294629382352942
KT10 8,51.37593781875,-0.36587891875
KT11 1,51.3294152941176,-0.422799405228758
KT12 2,51.3891338319327,-0.411946365546219
KT12 3,51.3808799481865,-0.397473207253886
KT12 4,51.3639582393617,-0.404519872340426
KT12 5,51.3680605204678,-0.410602795321638
KT13 0,51.3587755437262,-0.449694034220532
KT14 7,51.338888902439,-0.475120443902439
KT14 9,51.346091,-0.478807
KT15 1,51.3664309735683,-0.501979502202643
KT15 3,51.3487915518868,-0.500697966981132
KT15 9,51.3709712,-0.490032125
KT16 0,51.3689871016043,-0.537217588235294
KT16 6,51.390315,-0.504593
KT17 2,51.3564373908046,-0.244030005747127
KT17 4,51.3310312614379,-0.25560468627451
KT17 9,51.334941617284,-0.262923975308642
KT18 6,51.2920729405941,-0.272201277227723
KT19 0,51.3646184972376,-0.258902359116022
KT2 5,51.4221480272374,-0.3001433307393
KT2 7,51.4177191336207,-0.277192474137931
KT20 6,51.2892506760564,-0.213169920187794
KT20 7,51.2687758134715,-0.248121673575129
KT20 9,51.292208,-0.237022
KT21 1,51.3136707225806,-0.295432
KT21 9,51.309368,-0.3004
KT22 0,51.3286863251533,-0.354081858895706
KT22 8,51.2922764615384,-0.321373280542987
KT22 9,51.2912663591837,-0.354196893877551
KT24 6,51.2687764157894,-0.444358294736842
KT3 4,51.4037365294117,-0.252702376470588
KT3 5,51.3932604247312,-0.262759537634409
KT3 6,51.3952601257485,-0.245012670658683
KT3 9,51.399483,-0.255128
KT6 4,51.3954859068627,-0.305558705882353
KT6 7,51.3806475172414,-0.291000906403941
KT7 0,51.388791290566,-0.33230359245283
KT8 0,51.3977211754386,-0.35455
KT8 1,51.4063366746988,-0.369056421686747
KT8 2,51.3996225914634,-0.373903024390244
KT9 1,51.3685689563107,-0.30029322815534
KT9 2,51.3594395373134,-0.305679378109453
KT9 9,51.367413,-0.305823
KW1 4,58.4719761292135,-3.10554008426966
KW13 6,58.456939,-3.897013
KW14 8,58.5954559157895,-3.46696457894737
KW17 2,59.0378434166667,-3.00398166203704
KW2 6,58.3482435,-3.164497
KW3 6,58.3066628055556,-3.28059747222222
KW7 6,58.1868124,-3.5016426
KW9 6,58.0137075492958,-3.85857754929578
KY1 2,56.125353029661,-3.13993576271186
KY10 2,56.2150186433566,-2.7494150979021
KY10 9,56.222775,-2.706516
KY11 1,56.0278202807017,-3.39722199415205
KY11 2,56.0369061503497,-3.42650388111888
KY11 3,56.0461707068966,-3.47129143965517
KY11 8,56.0596415,-3.41862993661972
KY11 9,56.0379096683938,-3.36138637305699
KY12 7,56.0710466769912,-3.45048250442478
KY12 8,56.0625593725491,-3.53988745424837
KY13 0,56.1984165196078,-3.50434879411765
KY14 7,56.2855554060606,-3.25260286060606
KY15 4,56.3318193127962,-3.01452846445498
KY15 5,56.3051774384058,-3.00178371739131
KY16 8,56.3244951085271,-2.78531856976744
KY16 9,56.3390384448819,-2.81333686614173
KY3 0,56.0602269382716,-3.26575512345679
KY4 0,56.1369002551724,-3.38463289655172
KY6 1,56.1971157946429,-3.18990227678571
KY6 3,56.2051854659091,-3.21277033522727
KY7 6,56.2064159107143,-3.14914150297619
KY8 1,56.1742669243697,-3.03556610084034
KY8 2,56.1891730909091,-3.03362513636364
KY8 3,56.18545530625,-3.01661068125
KY9 1,56.20940335,-2.83746191666667
KY99 1,56.050546,-3.433301
KY99 3,56.050546,-3.433301
KY99 5,56.050546,-3.433301
KY99 6,56.050546,-3.433301
KY99 8,56.050546,-3.433301
L1 0,53.39586575,-2.9810576
L1 1,53.4065096933333,-2.98100336
L1 2,53.4031672666667,-2.9749532
L1 3,53.4041872903226,-2.98480574193548
L1 5,53.3998544090909,-2.98073836363636
L1 6,53.4077882790698,-2.98495911627907
L1 7,53.3969111333333,-2.97366426666667
L1 9,53.4008397,-2.97267852
L10 0,53.4684776,-2.9134942
L10 1,53.4708137037037,-2.92570562962963
L10 2,53.483891,-2.945561
L10 5,53.461114,-2.913954
L10 8,53.4796157179487,-2.93178474358974
L10 9,53.4667157857143,-2.92727796428571
L11 0,53.4595127021276,-2.89823589361702
L11 3,53.4500146363636,-2.92204568181818
L11 4,53.4506312,-2.90175755384615
L11 7,53.4478261320755,-2.93447860377359
L11 8,53.437265025641,-2.92835656410256
L11 9,53.4523668055555,-2.90860622222222
L12 0,53.4478222060606,-2.88631069090909
L12 3,53.4200978235294,-2.89203876470588
L12 4,53.4347674464286,-2.89125144642857
L12 5,53.4355561066667,-2.91027617333333
L12 8,53.42879314,-2.9008175
L12 9,53.4257416071429,-2.89002470238095
L13 0,53.4259885625,-2.9216950625
L13 4,53.40834596,-2.9080109
L13 5,53.4136432073171,-2.9097525
L13 8,53.4277224629629,-2.93307375925926
L14 0,53.4162561971831,-2.87359709859155
L14 1,53.4166685757576,-2.90269324242424
L14 2,53.4214871351351,-2.88104045945946
L14 4,53.4270326875,-2.87635471875
L15 0,53.3967162727273,-2.93268413636364
L15 2,53.3968178571429,-2.93794210714286
L15 8,53.4003250921053,-2.91639144736842
L16 0,53.392339875,-2.8895884375
L16 3,53.4031113243243,-2.88291940540541
L16 4,53.3990756428571,-2.89370264285714
L16 5,53.3985238846154,-2.88911261538462
L16 8,53.39197376,-2.89707016
L16 9,53.39215555,-2.8946023
L17 0,53.3745205,-2.93195468421053
L17 3,53.38778725,-2.94254547222222
L17 5,53.3725615882353,-2.94297358823529
L17 6,53.3691775882353,-2.92716836764706
L17 7,53.3777800641026,-2.95285920512821
L17 8,53.3816251756757,-2.94754952702703
L17 9,53.3748191162791,-2.94341839534884
L18 1,53.3868861428571,-2.91882817142857
L18 4,53.3728486363637,-2.91399427272727
L18 5,53.382840877551,-2.91309471428571
L18 6,53.3814743571429,-2.90468061904762
L18 7,53.3750856590909,-2.90652143181818
L18 9,53.370232,-2.8986797826087
L19 0,53.3590861290323,-2.91472658064516
L19 1,53.3584082195122,-2.90258682926829
L19 6,53.3596504782609,-2.89532047826087
L19 7,53.3657804210526,-2.90459821052632
L2 1,53.4048636666667,-2.9884445
L2 2,53.4087397857143,-2.98768113095238
L2 3,53.4076231666667,-2.99147683333333
L2 5,53.4074810625,-2.9882163125
L2 9,53.4057904761905,-2.98927119047619
L20 0,53.460757921875,-2.976614375
L20 3,53.451183968254,-2.9870159047619
L20 4,53.455644507772,-3.00031055958549
L20 5,53.4581950273973,-2.99263269863014
L20 6,53.4652669731544,-2.98342038255034
L21 1,53.4672614,-3.01439791764706
L21 2,53.4695586153846,-3.00237811538462
L21 5,53.472788625,-2.983313225
L21 6,53.4659995238095,-3.0014110952381
L22 1,53.4716356842105,-3.02200884210526
L22 2,53.4819093666667,-3.0332997
L22 6,53.481159,-3.04022580769231
L22 7,53.4789972083333,-3.03554075
L23 0,53.4847320543478,-3.01869104347826
L23 2,53.4933421304348,-3.01950959782609
L23 5,53.4891650769231,-3.02664623076923
L23 8,53.4935524,-3.04253231666667
L24 0,53.34346875,-2.84499216666667
L24 3,53.343996212766,-2.85262325531915
L24 6,53.3450401923077,-2.82408384615385
L24 7,53.3407954285714,-2.82580110714286
L24 8,53.3450677333333,-2.8705808
L24 9,53.3524543962264,-2.85698239622642
L25 1,53.3960286885246,-2.87324349180328
L25 3,53.38520068,-2.85876429333333
L25 4,53.3856396075949,-2.87178636708861
L26 0,53.3650268846154,-2.83056473076923
L26 3,53.3606855,-2.80910575
L26 4,53.378468,-2.83054125
L26 8,53.375525,-2.841442
L26 9,53.3580994927536,-2.82774071014493
L27 2,53.3948395,-2.842387
L27 3,53.386792,-2.844611
L27 4,53.3829407142857,-2.83128857142857
L27 5,53.3819224347826,-2.826578
L28 0,53.4354534285714,-2.87481728571429
L28 3,53.430784,-2.86180925
L28 8,53.436536,-2.87901975
L29 3,53.519779,-3.0025065
L29 5,53.510184,-3.008327
L29 6,53.5043283333333,-2.97796633333333
L3 0,53.42025875,-3.00011583333333
L3 3,53.4143449677419,-2.97802135483871
L3 6,53.4157050722892,-2.98884757831325
L3 7,53.4165651428571,-2.99719685714286
L3 8,53.4121591917808,-2.97284315068493
L30 1,53.4769333717949,-2.96377534615385
L30 2,53.4853563170732,-2.98793163414634
L30 7,53.491219925926,-2.96304675925926
L30 8,53.48728476,-2.95463884
L30 9,53.4711125217391,-2.9804912173913
L31 1,53.4971636554622,-2.91455312605042
L31 4,53.5322535326087,-2.95249995652174
L31 5,53.5020936307692,-2.94181209230769
L31 9,53.5181810379747,-2.93036820253165
L32 0,53.483541627907,-2.90144556976744
L32 3,53.4699631481481,-2.884932
L32 4,53.4781991320755,-2.90340498113208
L32 8,53.4795247866667,-2.88140601333333
L32 9,53.4745916197183,-2.88483126760563
L33 0,53.4822978148148,-2.88020144444444
L33 3,53.4806870714286,-2.84314635714286
L33 4,53.500780775,-2.8829887875
L33 5,53.4819070666667,-2.8733583
L33 6,53.4869412391304,-2.87354958695652
L33 7,53.4791023333333,-2.86082357142857
L33 8,53.4864630740741,-2.87944922222222
L33 9,53.490478877551,-2.87270351020408
L34 1,53.4261522833333,-2.81589365
L34 2,53.4311967804878,-2.78921165853659
L34 4,53.4366893076923,-2.83105861538462
L34 5,53.4278245428572,-2.80046474285714
L35 0,53.412999,-2.76426574074074
L35 2,53.4180363214286,-2.79133692857143
L35 7,53.4266921454545,-2.78430974545454
L35 8,53.4216755964912,-2.77439587719298
L35 9,53.4171639714286,-2.77659608571429
L36 0,53.4032273516483,-2.8304271978022
L36 3,53.4232091931818,-2.85170657954545
L36 4,53.41034261,-2.85959453
L36 5,53.4060376176471,-2.84050901960784
L36 8,53.4269176666667,-2.84074017204301
L36 9,53.4116585978261,-2.84377813043478
L37 0,53.5710340909091,-3.04206445454545
L37 1,53.5623051604938,-3.07799596296296
L37 2,53.5512233203125,-3.0777196015625
L37 6,53.5489455324675,-3.05952255844156
L37 8,53.5561636734694,-3.05057655102041
L37 9,53.551232,-3.0031356
L38 3,53.5247489545455,-3.05412859090909
L38 4,53.535683,-3.053949
L38 5,53.53194925,-3.049206
L38 6,53.521781,-3.0223294
L38 9,53.5209082333333,-3.0589387
L39 0,53.5292386216216,-2.84291889189189
L39 3,53.5666603225806,-2.89489353763441
L39 5,53.5525557699115,-2.9016719380531
L39 6,53.5426998035714,-2.90584267857143
L4 0,53.4305120806452,-2.96201020967742
L4 5,53.4435307105263,-2.96714376315789
L4 8,53.438640877193,-2.93988938596491
L4 9,53.4440591481481,-2.944139
L40 1,53.6296936231884,-2.83413947826087
L40 4,53.6041185348837,-2.82717225581395
L40 6,53.5620702692308,-2.84666271153846
L40 7,53.5931701428571,-2.85225290909091
L40 8,53.5919036603773,-2.88905532075472
L5 0,53.4281854722222,-2.971357
L5 1,53.42920264,-2.96480976
L5 2,53.4255056326531,-2.98428681632653
L5 5,53.4242290769231,-2.97948223076923
L5 7,53.4298056111111,-2.98560025
L6 0,53.4285857441861,-2.9463211627907
L6 1,53.4132354333333,-2.9638851
L6 2,53.4184331492537,-2.96161417910448
L6 3,53.4154122962963,-2.94489362962963
L6 8,53.4159321034483,-2.93915393103448
L6 9,53.414691255814,-2.95321658139535
L69 3,53.4065177692307,-2.97429445192307
L69 4,53.406416,-2.975554
L69 5,53.406416,-2.975554
L69 9,53.447752,-2.990112
L7 0,53.4114963230769,-2.93934010769231
L7 2,53.4100538857143,-2.94954588571429
L7 3,53.4026577384615,-2.95660003076923
L7 5,53.40571728125,-2.946556125
L7 7,53.4011226086956,-2.96640434782609
L7 9,53.4087728387097,-2.93357648387097
L71 2,53.4373364705883,-2.97460341176471
L72 0,53.482500882353,-2.99965752941177
L72 8,53.4777859411765,-2.98017376470588
L75 2,53.4428297,-2.9881246
L8 0,53.394162247619,-2.9492760952381
L8 1,53.3951086,-2.966348125
L8 2,53.3936384358974,-2.9578241025641
L8 5,53.391534,-2.97500166071428
L8 6,53.3871249411765,-2.97378554411765
L8 7,53.3980419861111,-2.96464184722222
L8 9,53.3801409230769,-2.96182361538462
L9 1,53.4519222844037,-2.96183239449541
L9 3,53.4601796666667,-2.96546097916667
L9 5,53.4767666,-2.95209613333333
L9 8,53.4645418837209,-2.96530861627907
LA1 1,54.0485623945313,-2.800579328125
LA1 2,54.0608970737705,-2.80478248360656
LA1 5,54.0467203730769,-2.81391519230769
LA11 7,54.1839075,-2.94322427570093
LA12 8,54.2709818092783,-3.01740728350516
LA12 9,54.1811938722467,-3.08736948898679
LA14 1,54.1153006504854,-3.22601247572815
LA14 3,54.108348046875,-3.25399215625
LA14 4,54.1389349223301,-3.22126887864078
LA14 9,54.1144998148148,-3.22595411111111
LA16 7,54.1876147943925,-3.20296408411215
LA17 7,54.2391123050847,-3.17562094915254
LA18 4,54.2069281352941,-3.27687730588235
LA18 5,54.2275282419355,-3.27501051612903
LA18 9,54.209268,-3.268398
LA19 5,54.2931935,-3.37554497222222
LA2 0,53.9911890824743,-2.79982374742268
LA2 6,54.0829566157635,-2.78710158128079
LA2 7,54.1161031363636,-2.52022788961039
LA2 8,54.1058498385417,-2.507867234375
LA22 9,54.4412790368664,-3.00247032258064
LA23 1,54.3905907570622,-2.91276932768362
LA23 3,54.3519686491228,-2.92023358479532
LA3 3,54.0464151674208,-2.85745936651584
LA4 4,54.0660631752988,-2.86652984462151
LA4 5,54.0715802412452,-2.855281
LA4 6,54.0731648032787,-2.83598431147541
LA5 0,54.1856496586826,-2.82815794610778
LA5 8,54.1044179689922,-2.79283898449612
LA5 9,54.1368270147059,-2.76881284191177
LA6 3,54.1537092178771,-2.48291287150838
LA8 9,54.3761683559322,-2.76513729378531
LA9 4,54.3286288780488,-2.74872214146341
LA9 5,54.3242683429952,-2.75309247342995
LD1 6,52.2799072464455,-3.37774624170616
LD3 0,52.007158027027,-3.25082810810811
LD3 8,51.938164435,-3.5048714
LE1 3,52.638921018018,-1.13040545045045
LE1 4,52.6378162424242,-1.13866398484848
LE1 8,52.632302,-1.124851
LE1 9,52.6328826491228,-1.12881435087719
LE10 1,52.5462777272727,-1.36599311983471
LE10 9,52.5400381372549,-1.37185935294118
LE11 1,52.7746885242291,-1.2019152246696
LE11 2,52.7585867751938,-1.2072706124031
LE11 3,52.7634627056452,-1.22476087903226
LE11 4,52.7720806474359,-1.24153808333333
LE11 5,52.7795064,-1.22537805
LE11 9,52.772729487805,-1.20279370731708
LE12 8,52.7461329098837,-1.17080445348837
LE12 9,52.768762879085,-1.29515187908497
LE14 2,52.7290447397959,-0.8641395
LE14 4,52.8331642361809,-0.858909100502512
LE15 0,52.6697860980393,-0.72672031372549
LE15 8,52.640375706383,-0.658069591489362
LE16 7,52.493398039604,-0.919089019801981
LE16 8,52.4964358216561,-0.832298292993631
LE17 4,52.4586046511628,-1.20512317940199
LE17 5,52.4951564977579,-1.20408769506726
LE18 2,52.5808210818713,-1.11262859064327
LE18 9,52.5840265277777,-1.11031105555556
